id,text,dimension,indicator,gold_all
ap_027,"I’ve experienced the exact opposite. I used to look for examples rather than read documentation. I was lazy and found documentation difficult to parse. I’ve found that resources to avoid reading documentation have only gotten better, especially with the ubiquity of youtube. I’ve always preferred articles to videos but there are so many videos that go into great detail about most topics you’d come across. Particularly in the web space. I assume this is a combination of the monetary incentive for video being so much higher and virtually everyone uses the internet daily. It’s probably the first software medium most people think of despite requiring an incredible volume of other software to even access the internet.

Anyway, over time my skills in parsing documentation grew. Now I always reach for documentation first, then github stuff (issues, discussions, etc), then source code. If it takes me more than a few minutes to find what I need in the source then it’s time for google-fu. I chalk this up to experience dictating the benefits of understanding the “why” rather than just the “how” most tutorials and videos cover. I avoid places like Medium since they’ve always been majority low effort content since before AI. And I’m still not fond of video tutorials so maybe I’ve coincidentally avoided most of the slop you’re referring to.",Quality Degradation,knowledge-ecosystem-degradation,slop-mitigations|knowledge-ecosystem-degradation
ap_028,"Content that kind of looks like technical docs, but without linking authoritative sources, date when it was last reviewed, software it was verified against etc.

Nowadays with AI slop websites all over the place, plus formerly legitimate newspapers not attributing sources & edits either, this may not seem that special. But w3schools earned their reputation when that was exceptionally rude. Also, straight up wrong all over the place. But that is more of a symptom. And to be fair a lot of the software back then was straight up wrong, too. Tough job documenting the reality of the WWW correctly while IE was around.",Quality Degradation,knowledge-ecosystem-degradation,knowledge-ecosystem-degradation
ap_029,"speaking out against AI fearmongering

Hi guys, I would like to share some thoughts / rant:

1. ai is a minuscule reason for layoffs. the real reason is the tax code change in 2017 ref and the high interest rate environment. it makes for a good excuse similar to RTO mandates to force people out voluntarily.

2. all this ""ai choosing to not shut itself down"", using the terms like ""reasoning"", ""thinking"", ""hallucination"" is all an attempt to hype up. fundamentally if your product is good, you don't have to push the narrative so hard! does anyone not see the bias? they've a vested interest, they're not psychologists or have any background in neuroscience (at least i think)

3. improvements have plateaued and increased hallucination reported is suspected to be ai slop feeding ai. they've started employing engineers because we've a ton of them unemployed to literally create data for ai to feed on. one of those companies is Turing

4. personally, i use any of these tools for research / web search, affirming the concepts i've understood is inline and yet i spend so much time vetting the references and source.

5. code prediction is most accurate on line by line basis, sure saves time from typing but if you can touch type, does it save a lot? you can't move it to higher ladder in value chain unless you've encountered a problem that's already solved because there's fundamentally no logic required to solve novel problems

6. as an experienced professional, i spend most of my time thinking on defining the problem, anticipating edge cases and gaps from product and design team, getting it resolved, breaking down the problem, architecting, choosing design patterns, translating constraints to unit tests, implementing, deploying, testing, feedback loop, monitoring. fundamentally, ""code completion"" is involved in very few aspects of this effectively (implementing, maybe test cases as well?, understanding debug messages?)

bottomline, i spend more time vetting than actually building. i could be using the tool wrong but if most of us (assuming) are facing this problem, we've to acknowledge the tool is crap

what i feel sticking to just our community again, we somehow are more scared of acknowledging and calling it out publicly (including me). we don't want to appear like someone who's averse to change, a forever hater or legacy or deprecated in a way.

every argument sounds like yeah it's ""shit"" but it's good for ""something""? really can't we just say no? are we collectively that scared of this image?

i got rejected in an interview not primarily for not using ai enough. i'm glad i didn't join this company. cleaning up ai slop isn't fun!

i understand we've to weather this storm, it would be nice to see more honesty around. or maybe i'm the doomer and i'm fine with it. thank you for your time!!!",Quality Degradation,knowledge-ecosystem-degradation,reviewer-burden|ai-limitations|knowledge-ecosystem-degradation|structural-drivers|workforce-disruption
ap_030,"documentation has always been hit or miss, imo. I've chosen software specifically for the good documentation before!",Quality Degradation,knowledge-ecosystem-degradation,knowledge-ecosystem-degradation
ap_031,"Maybe it will depend more on the API developers to document better now instead of relying on people figuring things out and tutorializing them in the future. It's just that for a lot of this stuff, code samples and tutorials are the best documentation since they decipher the cryptic API descriptions into something more concrete.",Quality Degradation,knowledge-ecosystem-degradation,knowledge-ecosystem-degradation
ap_032,"Lmfao. We had a guy do this and make hundreds of ""docs"" pages of fluff from Claude with maybe 1 or 2 pages of actual information.",Quality Degradation,knowledge-ecosystem-degradation,ai-content-detection|ai-limitations|knowledge-ecosystem-degradation
ap_033,"Also the idea of the post is to get answers on how people deal with it, regardless of the company context.

By finding a new company.

There's no way this will be changed unless you are at the C-level yourself.",Forces and Consequences,mandated-ai-adoption,mandated-ai-adoption|workforce-disruption
ap_034,I'm sure there're smaller companies having the same mandate or management just assuming devs should be 100x better with AI. Considering the compensation Microsoft employees are getting vs smaller companies it doesn't seem so bad.,Forces and Consequences,mandated-ai-adoption,mandated-ai-adoption|structural-drivers
ap_035,"> If you don't like something, don't buy it.

The OP's point is that increasingly, we don't have that choice, for example, because AI slop masquerades as if it were authored by human beings (that's, in fact, its purpose!), or because the software applications you rely on suddenly start pushing ""AI companions"" on you, whether you want them or not, or because you have no viable alternatives to the software applications you use, so you must put up with those ""AI companions,"" whether you want them in your life or not.",Forces and Consequences,mandated-ai-adoption,trust-erosion-in-collaboration|mandated-ai-adoption
ap_036,"Feels intentional. If a mandate form management was ""now you have to use AI on 20% of PRs"" I can see how people would just do as ordered to prove a point (I know I would).",Forces and Consequences,mandated-ai-adoption,mandated-ai-adoption
ap_037,"My company (huge one, lots of departments, products, processes) had for a few years a ""fast code solutions"" team to quickly automate all kinds of processes in easy to use application and do it as fast as possible. These apps get churned out SO quickly by a combination of low code engineers, off shore engineers and AI. Then it gets handed over to the functional service management team who when they have to manage it find out its not performing and when they do their quality control audit find the code is often horrendous. They have a few senior developers on hand to clean up all this slob of code before they want to take over the functional management of these applications.",Forces and Consequences,mandated-ai-adoption,codebase-degradation|mandated-ai-adoption|structural-drivers
ap_038,"I'm not that sure about AI devs knowing anything relevant about actual software engineering. My experience with them is that they are usually completely oblivious to existing algorithmic solutions to many problems and always default to AI for anything remotely complex. Yesterday I had to instruct some of them about BK trees and Levenshtein Distance algorithm variants in a meeting because they wanted to rely on a remote LLM to perform a fuzzy search on some keywords, and ultimately convinced them to use aspell, at least I hope. The only reason why I did not literally facepalm after hearing about their idea was being on camera.

While the C-suites over the world are certainly excited about the idea of replacing us with AI, many in our field are happily contributing to that future themselves by letting AI do their own job and slowly let their brains rot away. Personally I'm not complaining, because I'm not caving in to this, and my prediction is that in the future AI slop will be consuming mostly AI slop so those of us who keep training our skills will become exceptionally relevant to undo the resulting mess.",Quality Degradation,producer-comprehension-gap,producer-comprehension-gap|skill-atrophy|workforce-disruption
ap_039,"Yes, there is content produced but not reviewed today that simply would not have been produced before. There are also lots of FOSS projects that aren’t used by the author. This is the era of AI 🙄",Quality Degradation,producer-comprehension-gap,knowledge-ecosystem-degradation|producer-comprehension-gap
ap_040,"Yes, that seems right . From my experience there are many non technical people in companies “vibing prototypes” , then they bring in a dev to build it",Quality Degradation,producer-comprehension-gap,producer-comprehension-gap
ap_041,"So basically because the AI slop user is lazy, the OP now needs to do additional extra work to fight the lazy no effort AI slop?

How exactly does that scale?",Review Friction,reviewer-burden,reviewer-burden
ap_042,the amount of code it wrote in the first PR is dwarfed by the amount of comments needed to try and steer it in the right direction and it's still failing the laundry list of PR checks.,Review Friction,reviewer-burden,reviewer-burden|ai-limitations
ap_043,The fact that it would take someone like 15 minutes to fix some of the shit that it's taking copilot like 12 iterations of throwing its robot feces at the PR and hoping it sticks is incredible.,Review Friction,reviewer-burden,reviewer-burden|ai-limitations
ap_044,"I totally agree with you. I use these tools everyday in work as well as personal life. If your problem is already solved and available on the internet, it will help you find faster else it is just waste of time. It is also good at following patterns, so you can feed it examples of something you have already done and wait till generates the output and change it as per your need.

I don't offload it any logical tasks though, as it will train my brain to be lazy, it is just a probabilistic word predictor, most of the time it will be wrong. Plus the reliability of these tools are very low for slightly involved tasks.

The key benefit here is you can use it to quickly onboard to a new technology or help you understand a codebase faster",Quality Degradation,skill-atrophy,ai-limitations|skill-atrophy
ap_045,Where will AI/ML get the training data if all they are trying to do is replace the people who generate that data? Seems like a futile endeavour,Quality Degradation,skill-atrophy,ai-limitations|skill-atrophy
ap_046,this - together with the junior gap - is going to fuel the next upward cycle,Quality Degradation,skill-atrophy,skill-atrophy|workforce-disruption
ap_047,"The question is are you actually using a tool, learning how to use a chainsaw? When the AI gives you finished product?",Quality Degradation,skill-atrophy,skill-atrophy
ap_048,"Yes it is fundamentally different, because you ultimately need to synthesize the information you get from web searches.

LLMs can make the random shit you copy paste from StackOverflow compile/run and sort of work without any critical thinking on your part.

Using it like a more targeted search/SO is a different thing from what is being discussed here.",Quality Degradation,skill-atrophy,skill-atrophy
ap_049,"Tech debt is going to be wild in a few years to untangle the mess. And by then, there will be even fewer competent devs.",Quality Degradation,skill-atrophy,codebase-degradation|skill-atrophy
ap_050,"humanity is doomed, people are getting dumber every second, the vast majority lacks intelligence to observe themselves and their change in behaviour or addictions (social media, tiktok, outsourcing thinking) ...

I just try to avoid those people to keep myself sane",Quality Degradation,skill-atrophy,skill-atrophy
ap_051,"I found another dotnet PR and the discussions there even more fascinating than those in the OP's post:

https://github.com/dotnet/runtime/pull/115826#discussion_r2101184599
https://github.com/dotnet/runtime/pull/115826#discussion_r2100416144
https://github.com/dotnet/runtime/pull/115826#discussion_r2100729187

Just imagine the amount of time spent in order to provide such extremely detailed, step-by-step instructions to your newly hired junior dev - a junior dev who will never actually learn, won't improve their cognitive abilities, and so on",Quality Degradation,skill-atrophy,reviewer-burden|ai-limitations|skill-atrophy
ap_052,"This about sums up my experience with AI, it requires far more time trying to get an LLM to do anything useful compared to just doing it yourself. There's also the added enormous downside in that you haven't built a good solid structural understanding of what's going on when you use an AI to do something, so you have no real clue if what's happening is actually correct - or if you've missed some subtle details. This leads to the quality of the code degrading in the long term, because nobody has any clue what's going on

AI being used like this is a fad, because corporate managers are desperate to:

1. Try and justify the enormous expenditure on AI
2. Replace most/all their programmers with AI

Neither of these are going to pan out especially well. AI currently is best used as more advanced autocomplete, which isn't the answer management wants

Its also clear that the push internally in microsoft for AI is absolutely not coming from developers and its being foisted on them, which is never a good sign for a company's long term prospects",Quality Degradation,skill-atrophy,reviewer-burden|ai-limitations|skill-atrophy|producer-comprehension-gap|codebase-degradation|structural-drivers|mandated-ai-adoption
ap_053,"I want to think its the same, but I really do think LLMs change the game.

I think its different in the sense that you can create such highly contextually relevant code, within your own codebase, that will likely run/compile/execute, completely circumventing the potential for gaining that deep knowledge that comes with piecemealing things together until you realize you're learning about data structures before you know it. I have, just for fun, tried the ""vibe code"" workflow where I just keep asking for more and feeding the errors in, and it often can get to a point where it ""works"", but oh my...it looks like a bomb went off in the codebase.

This is the real dangerous place these tools are placing many devs who just don't know any better and are more tempted to get a working result than figure it out. In the past with S.O., they basically had to figure it out to some degree, nobody was going to do the work for them. Now, something will.",Quality Degradation,skill-atrophy,skill-atrophy|codebase-degradation|ai-limitations
ap_054,"Indeed. With AI juniors can create horrible software faster, and in bigger quantities. Based on my experience AI really only enhances your existing talent, and if you have none, it enhances the lack of it, since you still need to be able to know how your AI slop fits in the larger system, but if you're a junior you most likely don't know that. Couple that with skipping the step where you must actually understand what you copy and paste from the internet for it to work, you also lengthen the time it takes for a developer to actually level up, since they do much less actual learning.

That's at least my experience working with multiple digital agencies and seeing it all unfold. Most juniors don't last long these days precisely because they skip the part that actually makes them valuable - storing information in their head. And that's concerning, because if to make actually good use of AI you have to be an experienced engineer, but to become an experienced engineer you had to get there without AI doing all your work for you, then how are we going to get new experienced engineers?",Quality Degradation,skill-atrophy,skill-atrophy|producer-comprehension-gap
ap_055,"I have a colleague who also likes to push AI generated solution and fully rely on a human eye of the team, moreover each review comment he gives again to AI to tackle it which is insanely irritating

His point is that being on another level of productivity and deliver faster is more important rather then write good human readable code

I'm personally more for the balance: AI is great, but you should still be able to read, write and support it without AI in any moment of time",Quality Degradation,skill-atrophy,reviewer-burden|producer-comprehension-gap|skill-atrophy
ap_056,"It's a solid advice for ""beginners"". It's basically the same as the old ""build your own project at some point instead of just following the tutorial""

As with anything that provides results it's easy to skip the understanding and learning part.",Quality Degradation,skill-atrophy,skill-atrophy
ap_057,"It's much worse than juniors using stackoverflow, IMO. Looking up a problem on SO is, to my mind, a totally valid way of learning new things. You are almost guaranteed not to find an answer that matches your own problem perfectly (unless it's trivial or super fundamental), so you're forced to adapt the answer to your own situation. So you gain some knowledge and apply it in the real world - to my mind, that's a valid form of learning. The more experience you gain, the better you are at parsing and judging answers from SO, and understanding the comments and corrections in those threads.

AI is different because it always gives an answer specific to your problem; it essentially never seeks clarification from you; it doesn't allow for comments or corrections from experienced people; and it often encourages you to use it as a perpetual substitute to learning how to do things yourself.

Essentially, using SO is finding out how to do something. Using AI is getting the model to do it for you. I feel like that's a substantial difference.",Quality Degradation,skill-atrophy,skill-atrophy|ai-limitations
ap_058,"Every time I try to use LLMs to help me go faster it has slowed me down. I hear people saying that it speeds them up so at this point I'm wondering if maybe I'm just holding the chainsaw at the wrong end and complaining about how horrible of a chainsaw it is because my hands keep getting all cut up.

For example, yesterday I tried to use LLMs to write some tests for some code I had written. I needed the tests to be structured a certain way so we could add new tests easily as we added new implementations of a class. It totally fell over and didn't give me what I needed.

Do you have any resources you've used to help use LLMs correctly?

As an aside, as I was writing the tests, it gave me some ideas on how I could improve the code. That probably wouldn't have happened if it had generated the tests. So even if it had worked I feel like I'd have been worse off because I missed out on code improvements that became more obvious as I wrote the tests.",Quality Degradation,skill-atrophy,ai-limitations|skill-atrophy
ap_059,"I feel like this approach to AI is also built on the assumption that AI will eventually get so good it doesn't need supervision (which, ehhh, I have my doubts)

More likely, you will still need some form of supervision years from now - at the very least so you can hold someone accountable when shit goes south - so how do we get young people interested in becoming programmers who can do that job? Is anyone gonna spend years learning how to write good code and build a passion for good software design, only to never get to use it?

MORE LIKELY, the young people will use AI to pass their exams to get the job, then they will ask the AI to code review the other AI (both of which are trained mostly on slop code) and then we're left with a multistory pile of slop and the only person left to blame for the slop not working correctly is the graduate who doesn't even understand basic programming, ahhhhh what even is this futureee",Quality Degradation,skill-atrophy,skill-atrophy|ai-limitations|codebase-degradation
ap_060,My company is working with contractors who are using AI IDE's and it's wild watching their brains rot in real time. I asked one of them a question (because they're supposedly more experienced in JS than I am) and all he did was ask his AI and it spit out the wrong answer.,Quality Degradation,skill-atrophy,skill-atrophy|producer-comprehension-gap|ai-limitations
ap_061,"The future is bright for us geezers who learned and grew in an LLM-less environment. I'm frightened for the next generation that will be conditioned to shortcut and slap together and pray. I've already got coworkers who feed their entire day into an LLM and are incapable of producing a single, unique thought.

It would also be nice if we stop thinking about AI as singularly LLMs, but I'm going to be dealing with that one for a while.",Quality Degradation,skill-atrophy,skill-atrophy|producer-comprehension-gap
ap_062,"I just ignore the fear mongering at this point. It's a constant thing on LinkedIn.

9/10 times if someone is pushing AI, they're a vibe coder or have a ""no code coder consultant"" kind of business

The 1/10 times it's an actually good dev saying ""yeah ai won't replace us but it's worth using it as a tool to make you better. Just be careful as it can stop your skill growth""",Quality Degradation,skill-atrophy,skill-atrophy|structural-drivers
ap_063,"At my last job all the other devs and the cto got way in to ai and pretty much just stopped writing any code.

Shit started breaking left and right and they just kinda stopped caring",Quality Degradation,skill-atrophy,codebase-degradation|skill-atrophy
ap_064,"it will also make bad devs more ""productive"" so the high achievers will lessen in value

i'm already seeing changes in my psychology regarding learning, everytime I have a problem, I hesitate in using chatgpt or reading.. and it takes an effort now.. not far from the feeling of doomscrolling or not.",Quality Degradation,skill-atrophy,skill-atrophy|workforce-disruption
ap_065,Have no fear! Most of the devs in training are lost without AI.,Quality Degradation,skill-atrophy,skill-atrophy
ap_066,"This is one side and there will be another big consequence, I don't wanna know the quality of a junior engineer or a fresh grad right now, I don't blame them but they born into AI era. And if we consider that companies did not hire them due to layoffs and AI there will be shortage of decent juniors and there will be also a lot of exits from the sector. It looks like senior engineers will be extremely valuable to fix the mess created by AI hype in the short and middle term",Quality Degradation,skill-atrophy,skill-atrophy|workforce-disruption
ap_067,"Hi, I'm one of the tenth guys.

I usually don't get so opaque about ""it's worth using as a tool, but be careful because it can stop skill growth"". I'm quite clear that it's a barely adequate replacement for Google your question with ""site:stackoverflow.com"". It's great at providing examples when Stack Overflow's answer gets a bit heady and theory heavy.

Skills are built through practice. You need to do the typing exercise. It's a part of the process of learning.",Quality Degradation,skill-atrophy,ai-limitations|skill-atrophy
ap_068,"That is, to me, a very stark illustration of the difference between renting your flat versus having a mortgage on your flat.

Yes, renting a flat gets me shelter and warmth. So does buying it with a mortgage. But the latter builds towards ownership and the former does not.

Yes, using this tool gets me low-effort PRs done. So does employing a junior. But the latter builds towards my company succeeding by growing talent and knowledge and the former does not.",Quality Degradation,skill-atrophy,skill-atrophy
ap_069,"We recently had someone on our podcast who's working on a 'composable software' solution to address exactly this issue (the company's called Bit Cloud if you wanna check it out). Non-technical vibecoders will continue to muck up codebases until a solution is found. Not sure if composable software is that solution, but it sure was interesting.

It seems like the role of software developers is heading towards more of an orchestration direction vs. an actual creation direction. Very curious to see how the next generation of developers works. Pretty concerned they won't know how to code at all, but who's to say?",Quality Degradation,skill-atrophy,skill-atrophy|codebase-degradation|workforce-disruption
