id,text,dimension,indicator,gold_all
ap_029,"We have seen people using tools to pull projects and re-upload them to a new GitHub profile with a customized readme. Talking about how the project is for something relevant to us, but you look at the code and there are references to merges from the source repo, history going back years on a profile that is 6 weeks old. Also the code in the repo is completely different than the project overview.

On LinkedIn we see history filled with fake companies or real companies with role/responsibilities that are made up or don’t match the resume. Often without a picture, it’s not always clear if the LinkedIn is fake or the resume is fake, often one is way too close of a match to the JD.

One person did in fact not exist and either didn’t want to tell us who they were or was very good at using an AI interview tooling that they fooled us. But we caught on because the person who showed up in our HR system after processing their paperwork was not the one we interviewed.",Review Friction,ai-content-detection,ai-content-detection|workforce-disruption
ap_030,"Yeah exactly, every time I asked it for a JavaScript patch of a system we are using, it uses setTimeouts and the code is unreliable (it fires too early - the dom is not yet there, it fires too late - it blinks). I had to explain to AI how to replace setTimeout and why. It replaces it and several iterations later it quietly reintroduces it back. Interesting. Maybe it is trained on a low quality code",Quality Degradation,ai-limitations,ai-limitations
ap_031,"It's about the likelihood and probability distribution of the kinds of bugs.

An Excel sheet made by NASA as part of their official space operations, to that rigor will probably have 0 problems ever. But compared to typical software, just consider this: Excel sheets do not have a culture of any kind of testing. If the output looks plausible, move on. Garbage in, garbage processing, garbage out.

AI slop has a similar but not exactly the same problem: It's highly, highly likely a human ""reviewing"" the generated code will just nod their head and not think critically/independently, just accepting all things that are superficially plausible. That may be fine for your webdev CRUD but I sure hope those people are never given credentials that can access anything critical.",Quality Degradation,ai-limitations,ai-limitations|codebase-degradation
ap_032,"// Increment x
x++;

vs.

// Increment here instead of at top of the loop to avoid off-by-one error.
// http://stackoverflow.com/some-relevant-issue
x++;",Quality Degradation,ai-limitations,ai-content-detection|ai-limitations
ap_033,"SWE-bench is a nice benchmark, but it's also not completely representative of Software Engineering as the name claims.

It has a limited and simple sample (only open source Phyton projects). Many of these issues are also old and the training data of many LLMs have already been contaminated by them. The issues are small and self-contained mostly.

This is a MAJOR problem with AI companies and the reporting of AI results. People see ""70% on SWE-benchmark"" and assume it can do my job 70%, while in reality my job doesn't overlap at all with this benchmark. AI companies are more than happy to propagate this misconception.

AI benchmarking is a disaster in general.",Quality Degradation,ai-limitations,ai-limitations|structural-drivers
ap_034,"I feel like this approach to AI is also built on the assumption that AI will eventually get so good it doesn't need supervision (which, ehhh, I have my doubts)

More likely, you will still need some form of supervision years from now - at the very least so you can hold someone accountable when shit goes south - so how do we get young people interested in becoming programmers who can do that job? Is anyone gonna spend years learning how to write good code and build a passion for good software design, only to never get to use it?

MORE LIKELY, the young people will use AI to pass their exams to get the job, then they will ask the AI to code review the other AI (both of which are trained mostly on slop code) and then we're left with a multistory pile of slop and the only person left to blame for the slop not working correctly is the graduate who doesn't even understand basic programming, ahhhhh what even is this futureee",Quality Degradation,ai-limitations,skill-atrophy|ai-limitations|codebase-degradation
ap_035,It regularly fixes type errors by just casting to any.,Quality Degradation,ai-limitations,ai-limitations
ap_036,"Every time I try to use LLMs to help me go faster it has slowed me down. I hear people saying that it speeds them up so at this point I'm wondering if maybe I'm just holding the chainsaw at the wrong end and complaining about how horrible of a chainsaw it is because my hands keep getting all cut up.

For example, yesterday I tried to use LLMs to write some tests for some code I had written. I needed the tests to be structured a certain way so we could add new tests easily as we added new implementations of a class. It totally fell over and didn't give me what I needed.

Do you have any resources you've used to help use LLMs correctly?

As an aside, as I was writing the tests, it gave me some ideas on how I could improve the code. That probably wouldn't have happened if it had generated the tests. So even if it had worked I feel like I'd have been worse off because I missed out on code improvements that became more obvious as I wrote the tests.",Quality Degradation,ai-limitations,ai-limitations|skill-atrophy
ap_037,"It's of course not happening, but that won't stop the marketing ghouls from selling it as being just around the corner.",Quality Degradation,ai-limitations,ai-limitations|structural-drivers
ap_038,"I like using ChatGPT and whatever else. It is cool, when it works. I use it for as a coding assistant or a rubber duck, and it adds a good 15-20% productivity boost.

But honestly? Any actual software ""tool"" that I use on the daily feel like it has just stagnated.

There's AI slop for sure. The ""Use AI for..."" button is everywhere, and it is kind of a waste for most things.

I don't need AI to come up with a description. I don't need AI to tell me what's already in front of my face. And I also don't need AI to literally make up documentation or hallucinate with half baked information.

Why do the apps I use still load slowly?

Basic functionality is still missing in some of the apps I use, things that have had support tickets open for years and yet zero movement. But there's a AI button or some cutely named AI bot.

Why do exports still break when it is a large data set?

Why do some of these apps look like they have zero UI/UX people working on them? Why are there multiple clicks to get to things that could be done in one click?

Why are there 200 network requests when I load the page?

Seriously, can we stop with the AI/LLM slop and maybe focus on your core competency? I don't need AI jammed into everything. Fire those product managers who think that's a value-add. Maybe talk to your customers?

I just need software that works so I can do my job, and then go and play with ChatGPT and make cool images or come up with a weekend plan.",Quality Degradation,ai-limitations,ai-limitations|codebase-degradation|mandated-ai-adoption
ap_039,this isn't as simple as pr's not having tests. see the example of prod code being broken to make unit tests pass,Quality Degradation,ai-limitations,ai-limitations|codebase-degradation
ap_040,"This is fascinating to me, because LLMs cannot produce copyrighted work in the home jurisdiction of Microsoft as per Naruto vs Slater, Thaler vs Perlmutter etc

Software licensing depends on copyright - or there wouldn't be any perceived need for a CLA. The CLA relies on the author holding copyright in order for them to be able to assign the rights that the CLA conveys to the project owner. But an LLM cannot hold copyright in the US. So the CLA bot asking the LLM for agreement on the CLA is humourous, because the LLM neither has the legal agency to agree or the copyrights that would give the agreement any purpose.",Quality Degradation,ai-limitations,ai-limitations
ap_041,"You started with an ad hominem, then moved on to another assertion made without evidence.

I don't know if improvements are accelerating or plateauing. I know that as an end user, I'm still deeply underwhelmed by AI. It's still a tool that I just do not care about, and the trials I'm giving it--which are typically how I begin integrating a tool into my workflow--are going so poorly that I'm giving up more often than not.",Quality Degradation,ai-limitations,ai-limitations
ap_042,"Since LLMs work by generating tokens, they have a strong tendency to generate, well, tokens. That's just what they do, they keep talking. Even if what they say is not important or relevant. You could give it a perfect PR and it can still talk about stuff that should be changed.

I don't know how you are using it, but generally you have to force them into a structure. Force it to return a classification (e.g. nitpick, moderately-important etc) and a confidence level and have a follow up logic code that drops low classification and/or confidence level suggestions.",Quality Degradation,ai-limitations,slop-mitigations|ai-limitations
ap_043,"Are Programming Articles/Tutorials and Docs Getting Worse?

I'm starting to see documentation and tutorials missing key information and code samples needed to be able to implement something now. Or it's just completely wrong or using a class that doesn't exist.

Is this due to AI slop? It seems to be the norm going forward for newer APIs. In the past, articles were usually accompanied by working sample projects. But now for 2024 and onward I'm getting articles with only a few paragraphs and snippets that don't solve the problem in the article title.

There's always been issues with documentation and constantly moving targets since I've been working, but there was an incentive for people to produce high quality tutorials and gain some clout. I just wonder what this could mean for the field if quality information can't outcompete the slop in search results.",Quality Degradation,ai-limitations,knowledge-ecosystem-degradation|ai-limitations|structural-drivers
ap_044,"It's really interesting.

Obviously it's pretty useless right now and chatting with AI takes more time than someone doing it themselves.

But I can't even predict what will be our dev workflow after 5-10 years. Not so long ago even current iteration of AI tools were science fiction.",Quality Degradation,ai-limitations,ai-limitations
ap_045,"Yeah I linked up github copilot with their vim plugin, since my company was pushing it at the time. I actually didn't have a good example of this type of test, which is why I was interested in getting an AI to generate something to start from. So the model is whatever github copilot defaulted to a few months ago.

I probably could have tormented the AI into doing what I wanted. But honestly I don't know why I would spend my time on that -- it did manage to generate a very flawed structure of what I asked for, so I guess it kinda saved me some time finishing the task.",Quality Degradation,ai-limitations,ai-limitations|mandated-ai-adoption
ap_046,"Things you can do to make things better for yourself:

Don't revew a PR until someone on their team has finished a review. Let the other teams' reviewers do some of the work for you.
Reject large PRs, without even looking at the code. Let them break it up into pieces. This also forces them to better understand what the code does.
Focus your review on test code. If you are brought in for domain knowledge, the tests are where domain requirements should be best represented, and more easily understood.
Reject any PR that represents anything more than a single ticket's requirements.
Reject any PR before finishing your review that has multiple issues. Tell the coder where you stopped reviewing mid-way and that it had too many issues to continue. The coder may be more careful next time to avoid a rejection.
Make sure you have ignore whitespace setting enabled when looking at the diff.

.

Use a AI to do a first-pass review
input: ticket description, git diff, PR description, git log messages, related UAT/E2E tests
If you can't find a tool, you can just paste into Gemini.
Does the PR address the ticket and only the ticket?
Identify issues in the code
Is all new code addressed by new test code?
Does UAT code match the ticket requirements?
Caveat: LLMs are not great at code reviews.
Use an AI tool to tell you which lines to focus your review on.
Ignore plumbing (getters/setters, DTOs, logicless functions)
Focus on changes to domain logic and tests

Much of my advice assumes you have good tests. In this new AI world, tests are even more important. I pity any company attempting AI code gen without thorough testing.",Quality Degradation,ai-limitations,slop-mitigations|ai-limitations|producer-comprehension-gap
ap_047,"I had a similar incident where I was looking for set splitbelow to add to my .vimrc (a line that didn't get added to source when I last committed my .vimrc to a personal repo). Instead, Copilot spat out a bunch of NeoVim scripting instructions, presuming that I meant NeoVim when I explicitly said vim.

I spent a good 10 minutes attempting to get it to not give me NeoVim-specific instructions. It never complied, so I gave up.",Quality Degradation,ai-limitations,ai-limitations
ap_048,"I love how it just does what it thinks you asked it to do with no understanding of why you asked it or how it fits into the larger context.

""Oh, the comment I wrote to explain what my code was doing contained invalid assumtions? Sure, I'll update the comment."" ""What do you mean I should also update the code that was written under those same faulty assumptions?""",Quality Degradation,ai-limitations,ai-limitations
ap_049,"I do, and also do a lot of genAI work (but on the applied side). The real thing here is terrible reporting. These stories are all from non-production stress tests and the like where there are no limits/guardrails. These situations don't (and can't) happen in normal production.

There is a big gulf of difference between ""line-by-line"" and completely novel work, and in those areas in between code assistants are the biggest help. Very few people on Reddit are doing anything incredibly novel, and even then the real work is solving the problem, coming up with good abstractions, etc. - all things that are helpful in getting a code assistant to write for you (and something you should be doing in the lead up to typing anything anyways).

Correct. And you need these skills to effectively wield a code assistant anyways, at least for putting code to paper. But they're also helpful for other tasks too, like rubber ducking, understanding an existing code base, and other ancillary tasks.",Quality Degradation,ai-limitations,ai-limitations|structural-drivers
ap_050,"Tried to get Copilot to update a sample response in an API endpoint markdown contract and it immediately hallucinated on me. If I can't even automate the most basic shit with it, what's the god damn point?",Quality Degradation,ai-limitations,ai-limitations
ap_051,It's surprising it manages to write some code really well but there is definitely a complexity ceiling and it's quite low,Quality Degradation,ai-limitations,ai-limitations
ap_052,"Well, I'm a real developer who's been using Copilot for the last 18 months or so. I have 15+ years of experience. I transitioned back to full-stack dev and it's been really useful to help me learn React and become productive quickly. The models are getting a lot better, but are still far from perfect. I just view it as fancy autocomplete. Chatting to the agent is also a nice way to do ""rubber ducky"" debugging without an actual human.",Quality Degradation,ai-limitations,ai-limitations
ap_053,"This mirrors my experience with it as well. I only played with it, but when it tries to look at a body of code, even a single application... I ask it to fix a perfectly written file and give it no parameters, it just makes things up. And when I tried to use it to write some code to add a feature it sure as hell failed and rewrote half the code making the file unworkable.

I'm hoping that there are better coding agents these companies are using, but from these PR's it doesn't look like it at all.",Quality Degradation,ai-limitations,ai-limitations
ap_054,"That's how I currently use it but I'm getting more hesitant to.

There have been a few times I've needed to do something with AWS and have tried ChatGPT, Gemini, and Copilot to get ideas from and bounce ideas off. They would often hallucinate things that don't exist, hallucination functionality that don't work together, and at best would suggest partial solutions based on an old way of doing things on AWS.

The more I use these, the bigger of a skeptic I become.",Quality Degradation,ai-limitations,ai-limitations
ap_055,"Makes me wonder what will happen when these kind of interactions start becoming a significant part of AI training data, it looks like it would only reinforce this behaviour.",Quality Degradation,ai-limitations,ai-limitations
ap_056,I've noticed that devs in other teams have recently started getting Copilot to review their pull requests. The output it generates is usually garbage.,Quality Degradation,ai-limitations,ai-limitations
ap_057,"Using AI properly is a challenge. It is a brilliant tool.

I've had it catch semantic errors that passed static analysis.

I've also had it generate a lot of useful code.

Sometimes it's wrong, but its convinced me its right, and I did not have the patience or frame of mind to completely vet the output. That's been my pain point.

Its great for simple regex too.",Quality Degradation,ai-limitations,ai-limitations|producer-comprehension-gap
ap_058,"I'm currently in the process of evaluating adding AI to help people understand our internal tools. Not really a documentation problem on our end so much as a ""we love to hire completely unqualified junior devs at scale"" problem.

So far we've had no success getting correct answers out of GPT4 or Sonnet. Sonnet tries really hard to be elegant but hallucinates some new features into existence. Both of them lose the plot unless you ask it really, really simple stuff.

It's gonna be a while before they replace us folks.",Quality Degradation,ai-limitations,ai-limitations
ap_059,"As everyone is saying: AI slop.

You can see it not only on documentation, but within code bases.

Things are getting done, but super low quality. AI is giving short term acceleration but in the mid term companies are going to become super slow do to ai slop",Quality Degradation,codebase-degradation,knowledge-ecosystem-degradation|codebase-degradation
ap_060,"While this is true, the push-pull between sales and engineering resulted in software that is built well enough to last without being over-engineered. However if both sales and the engineers start chasing quick short term gains over long term viability that'll result in a new wave of shitty low-quality software being released.

AI isn't good enough yet to generate the same quality of software as human engineers. But since AI is cheaper we'll gladly lower the quality bar so long as the user is still willing to put up with it. Soon all our digital products will be cheap AI slop that's barely fit for purpose, it's a future I dread.",Quality Degradation,codebase-degradation,codebase-degradation|ai-limitations|structural-drivers
ap_061,"So called AI slop helped me build multiple little tools that help me a lot with different things. The code is not good, its needlessly complicated, very hard to maintain, repetitive, etc. But I found that as long as I keep this slop contained to a function, module, SQL query, I can live with that. It works and it was build in fraction of time it would otherwise have taken me to do it semi-properly. I wouldn't recommend this for any production software. But for personal projects and prototypes - absolutely.",Quality Degradation,codebase-degradation,slop-mitigations|codebase-degradation
ap_062,"This is an issue I've faced in the past. A whole shedload of tests were written that didn't actually test the thing that mattered.

If you've got an API endpoint to update a user, I do not want the sole happy-path test on that endpoint to it not asset that it returns a 200 status code. You need to test that it actually updates the user!

Code coverage was reasonable, but the test was pretty useless by itself.",Quality Degradation,codebase-degradation,codebase-degradation
ap_063,"Tech debt is going to be wild in a few years to untangle the mess. And by then, there will be even fewer competent devs.",Quality Degradation,codebase-degradation,codebase-degradation|skill-atrophy
ap_064,"Yes, those most championing ai focus on the speed something new can be developed. However in the long term the real difficulty is in how easily it can be maintained.

We're at a point where devs are feeling pressure to use AI to deliver, however may not yet have learned how to use it effectively to maintain code quality (or when to use it and when not to use it).

Often people find it easier to write code than to read it. It's one reason why people hate legacy code and want to rewrite into the way they prefer it.

If someone has been the one to write the code, it is easier to debug, or evaluate additions to the code. They know it more intimately. Or they can ask questions of another person who wrote the code.

However trying to make sense of buggy code written by AI will be more challenging.

What is your approach with these ai generated projects? Do you take them on or pass?",Quality Degradation,codebase-degradation,reviewer-burden|codebase-degradation|mandated-ai-adoption
ap_065,And just wait until a critical mass of this junk does make it to production and we all have to debug and fix it all. Like we needed more job security at this point.,Quality Degradation,codebase-degradation,codebase-degradation
ap_066,"Like people are saying, your best bet is to leave. But an alternative, if you have to stay, is carefully document the requests coming from execs, document your suggestions to the contrary, then do whatever they ask. Keep doing this, allowing the product and codebase to get worse and worse. When they complain about the inevitable issues that arise, you show them it was their choices that led to the outcome.

Malicious compliance. It sucks but sometimes itʼs the only option.",Quality Degradation,codebase-degradation,slop-mitigations|codebase-degradation|workforce-disruption
ap_067,I wonder if MS uses that for their private codebases (like windows and azure source code),Quality Degradation,codebase-degradation,codebase-degradation
ap_068,"It would be a security failure like OP describes above:

For example one of the PR's actually did such a very subtle change where it aborted early in a middleware basically skipping most of AuthZ, then mocked out a good chunk of the AuthZ in tests which caused tests to pass.

If a big company gets hacked due to AI introducing security flaws it would be a massive story",Quality Degradation,codebase-degradation,codebase-degradation
ap_069,"I've never had any stability problems with Microsoft Office products, but one recent update of Microsoft Word wouldn't edit equations at all, and then the next one wouldn't Save As... Core enterprise software like Microsoft Word shouldn't break this often. I'm genuinely curious if new AI-driven development processes within Microsoft are causing this chaos.",Quality Degradation,codebase-degradation,codebase-degradation
ap_070,What a shitshow from msft ... One of the best framework will be quickly polluted and the quality will sink with those Vibrators ...,Quality Degradation,codebase-degradation,codebase-degradation
ap_071,"Unless a system is a failure or POC, the majority of the lifetime cost will be in maintenance. Design for maintenance.",Quality Degradation,codebase-degradation,codebase-degradation
ap_072,"they are doubling or tripling their velocity with AI

I've never added that much tech debt in so little time!",Quality Degradation,codebase-degradation,codebase-degradation
ap_073,"The era of AI slop cleanup has begun

I'm a freelance software engineer with about 8 years of experience mainly in early stage startups. At this point, I have a pretty steady flow of referrals. I don't take every project on and not every one works out, but enough do that I can do it more than full time.

Lately, though, I have noticed a large increase in projects where they paid a ton of money for an internal software and it does not work well at all. Tons of errors, unreasonably slow, inefficient and taking up a lot of resources, and large security flaws. At first, I thought maybe people just hired bad developers. The bar is pretty low to call yourself a developer or even a software engineer anyways, but I'm seeing the same problems now on multiple projects.

When I take on a project on, I always sign an NDA and look at their codebase to look at some upfront issues that I can bring up because, most of the time, the people hiring me aren't technical and don't understand what the problem is. This is probably the 5th time now that a lot of the code was obviously AI generated. Comments in the code that were obviously written by AI, algorithms that are inefficient and make no sense, cluttered data structures, inconsistent coding patterns, etc. The overall thing is that, yes it mostly works, but does so terribly to the point where it needs to be fixed.

It might be a few years before we start to see this on an enterprise scale, but I'm noticing this becoming a serious problem for small businesses and startups, especially when the founders / people are in charge aren't technical enough to identify this ahead of time.",Quality Degradation,codebase-degradation,ai-content-detection|codebase-degradation|producer-comprehension-gap
ap_074,"The number of times ChatGPT has suggested using ""setTimeout"" unironically to fix a legitimate issue makes me terrified of what I'm going to find in codebases over the coming years with all these AI slop.

This whole manual PR approach doesn't work if people are allowed to commit tons of generated code. No time will be saved. The dev using the LLM for generating is already a reviewer in this case.

Maybe let the LLM review the PR. And the reviewing dev will only look at the warnings, and decide to approve/return the PR.

If you can't blindly push most of the generated source-code, there will be no ""productivity gains"". And the team is slowly being de-skilled. Congratulations. Just try to get the hell out of Vibecoder-Teams.

I use CodeRabbit for my open source project and its looks good so far. Its give details feedback which can be leverage to enhance code quality and handling corner cases.",Quality Degradation,codebase-degradation,slop-mitigations|ai-limitations|codebase-degradation|skill-atrophy
ap_075,"Untangling won't be feasible, it'll be just like other ""legacy"" codebases and will just get rewritten and re-invented from scratch.

(source: I've done a number of those. One from a definite ""I don't know what I'm doing lol"" programmer who was unfortunately very productive and one of the founders of the company, but most of it was... fine, working, tested, making money, just old or outdated. Like a Flex UI at the time the iPhone and iPad came out which flatout did not support it, or a C# / .NET backend that the new manager decided needed to be rewritten to Java and onto AWS. This new manager came from another company where he decided they Needed to move from C# to Scala because only the top 5% of developers will know Scala so you'll only attract the very best software developers. It was just ecommerce btw.)",Quality Degradation,codebase-degradation,codebase-degradation
ap_076,"I'm actually pro-AI and I use AI assistants for coding, but I'm also very concerned that the way those things will be deployed at scale in practice is likely to lead to severe degradation of software quality across the board.

Why the hand-wringing? Well, for one thing, as a developer I still have to work on that code, fix the bugs in it, maintain it etc. You could say that this is a positive since AI slop would provide for endless job security for people who know how to clean up after it - and it's true, it does, but it's a very tedious and boring job.

But I'm not just a developer, either - I'm also a user, and thinking about how low the average software quality already is today, the prospect of it getting even worse across the board is very unpleasant.

And as for things taking care of themselves, I don't think they will. So long as companies can still ship something, it's ""good enough"", and cost-cutting will justify everything else. That's just how our economy works these days.",Quality Degradation,codebase-degradation,reviewer-burden|codebase-degradation|structural-drivers
ap_077,"One of my clients vibe-coded a fairly comprehensive data platform last year before the latest round of tools. They actually did a solid job with business logic, but the architecture and code were a mess and involved a lot of snippets from Claude and ChatGPT copy/pasted into the codebase.

I don't fault them for taking initiative, because doing so enabled them to increase their revenue substantially. They eventually realized it couldn't scale to meet their needs, so they opted to pay someone to manage it.

While the knee-jerk reaction for many is probably ""ugh, but then you have to clean up a mess!"", here was the reality:

They opted for full rewrite, so I was able to start greenfield just leveraging their business logic as an input to a system. They effectively did their own product scoping by prototyping.

They're already making lots of money with the thing they made, so they don't blink an eye at the cost. Typical seed-stage / Series A founder is doing everything they can to avoid paying cash, because they don't have any.

I think there will be a lot of these types of engagements, and it can actually be quite lucrative for anyone that doesn't mind getting their hands dirty.

What I find problematic is the people branding themselves as developers / agencies and just pushing out vibe-coded slop - not to be confused with code that's been written with assistance from AI by people that actually know what they're doing. That said, there have always been shitty developers and shitty agencies.",Quality Degradation,codebase-degradation,codebase-degradation|producer-comprehension-gap|workforce-disruption
ap_078,"Please tell me the auth one resulted in the person who submitted that PR being reprimanded?

I'd quit out of shame if I submitted that.",Quality Degradation,codebase-degradation,developer-accountability|codebase-degradation
ap_079,"No one, including leadership, knows whats going on in the magic box, even though its public knowledge that its just a text prediction algorithm . They atrribute it to magic and are afraid to be the guy that refuses to use the magic and gets fired.

Ive been fairly outspoken about irresponsible AI use - think massive hundred file PRs chock full of security issues and flat out broken code - and ive gotten a talking to by management to tone it down. I responded why all these devs arent producing at a higher level if this was such a magic tool, and they had no response. Ive noticed the people who use this shit the most are by far the worst devs i encounter.",Quality Degradation,codebase-degradation,codebase-degradation|producer-comprehension-gap|mandated-ai-adoption
